celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,第1周_反向均值,第1周_反向25%CI,第1周_反向75%CI,第2周_反向均值,第2周_反向25%CI,第2周_反向75%CI,第3周_反向均值,第3周_反向25%CI,第3周_反向75%CI,第4周_反向均值,第4周_反向25%CI,第4周_反向75%CI,第5周_反向均值,第5周_反向25%CI,第5周_反向75%CI,第6周_反向均值,第6周_反向25%CI,第6周_反向75%CI,第7周_反向均值,第7周_反向25%CI,第7周_反向75%CI,第8周_反向均值,第8周_反向25%CI,第8周_反向75%CI,第9周_反向均值,第9周_反向25%CI,第9周_反向75%CI,第10周_反向均值,第10周_反向25%CI,第10周_反向75%CI,第11周_反向均值,第11周_反向25%CI,第11周_反向75%CI
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,5,0.26180288418415054,0.14732384627813122,0.35163144175245253,0.271945822744371,0.15407255237164996,0.3654375341843884,0.2838343755124736,0.16201011915888036,0.3808589018541402,0.29837385693839374,0.17116926454507841,0.3950488520395545,0.3446861427683549,0.20964601726478546,0.45682237989656793,0.3446861427683549,0.20964601726478546,0.45682237989656793,0.36901928946548285,0.22656606056221287,0.49113130617340334,0.4301948834494349,0.267306722204514,0.567071888174535,,,,,,,,,
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3,0.15436683665914464,0.05307257709097017,0.22684597196540685,0.16005321373538212,0.05665229657787907,0.23682436298774684,0.16714234080903226,0.061027776227348215,0.24522056558619995,0.1757205283688021,0.06687917920981896,0.2584363855116234,0.20361292126358005,0.08388861061884542,0.2931086256036879,0.20361292126358005,0.08388861061884542,0.2931086256036879,0.21819612321627882,0.09368167248760698,0.31347490771975556,0.25496814710047605,0.11884564035912178,0.3632426504757538,0.42012971281948674,0.25560045265974657,0.5576792960424151,,,,,,
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,11,0.06483599147119129,0.04733838671782974,0.08475796744070752,0.06839348941233434,0.05040963171804334,0.08873343396491609,0.07252226362761117,0.053635906483443976,0.09329226876263427,,,,,,,,,,,,,,,,,,,,,,,,
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,8,0.07165899722051779,0.04835897629057965,0.09563267823622491,0.07530859423624943,0.05082878889815165,0.09981987445659866,0.07973648112605332,0.055033928796064446,0.10522540479487856,0.08492353801814155,0.059196884477941636,0.1115358901354643,0.10294326267693277,0.07562890884780321,0.13076686073333368,0.10294326267693277,0.07562890884780321,0.13076686073333368,0.11161885905586516,0.08388369625421983,0.14078510494981428,,,,,,,,,,,,
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2,0.15177084289331164,0.04569924615331694,0.23697757999675706,0.15752828061915017,0.04851010949033556,0.24690911872129617,0.1646677849905214,0.0533897004422116,0.256326084189945,0.1730400575414793,0.058081599930537825,0.26836776061370016,0.20185748943888246,0.0783518301671489,0.30412101971750277,0.20185748943888246,0.0783518301671489,0.30412101971750277,0.21643641269978092,0.08618269110719809,0.3225390362880898,0.25264284738041737,0.1107143786867351,0.37676655127576236,0.41207219498708936,0.23938470405409512,0.5774826473080978,,,,,,
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,12,0.0610333439297665,0.045415178730874535,0.07935955353362249,0.06437341419966973,0.04858456597837757,0.08335274196759239,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,9,0.06560244079385584,0.04250229568580323,0.088516254728778,0.06920013998713491,0.04479387608533414,0.09247155572862767,0.0735104997966076,0.048517028219329225,0.09834716293641463,0.07866139777033707,0.05244679523278788,0.10397263783467384,0.09723248673030269,0.07065514984665713,0.12399737910040158,0.09723248673030269,0.07065514984665713,0.12399737910040158,,,,,,,,,,,,,,,
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,7,0.060805896679078514,0.03856194074953685,0.08387742089928678,0.06443877829231384,0.04106793659908349,0.08806451174983296,0.06861620969965963,0.04447604312904677,0.09302178948183085,0.07375366460101537,0.04896090269742066,0.09881504310173883,0.0904100086426104,0.06554958325941174,0.11786799083414173,0.0904100086426104,0.06554958325941174,0.11786799083414173,0.0993501583160884,0.07260315046257107,0.1280268430456744,,,,,,,,,,,,
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,13,0.05709745583624725,0.04365152468720929,0.07326801900651819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1,0.042567983527083575,0.01576366784901224,0.0691278731910597,0.045247684187047055,0.017769494954493592,0.07245806101745468,0.04828770675640672,0.01979850156698444,0.07684658571340977,0.05211862763719816,0.02275512374907828,0.08157241325213851,0.06477931674209723,0.03145637003107894,0.09809295227698411,0.06477931674209723,0.03145637003107894,0.09809295227698411,0.07129941727008546,0.036142295248396406,0.10634901518081745,0.08943533386212146,0.0515596110796825,0.1288718201818292,0.17248413459957992,0.13176817171117283,0.22341004964278813,,,,,,
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,10,0.17921995532425744,0.09774619034083298,0.2492305939436324,0.1868274651116654,0.10247541672470238,0.2597655350998569,0.19601493096713096,0.1079858488660634,0.271641153681155,0.20680178795692603,0.11567718088672238,0.2852584016178842,,,,,,,,,,,,,,,,,,,,,
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4,0.0478484398555157,0.015043414051757405,0.077386648759562,0.05080780786525911,0.017039624715130163,0.08180392207290399,0.054394046253527964,0.019214319277075242,0.08609373722780031,0.05869798220126574,0.022798500960048748,0.09180799685721831,0.07370672105234737,0.03410496209973388,0.11355723805592015,0.07370672105234737,0.03410496209973388,0.11355723805592015,0.08138051594802911,0.03941031428376039,0.12357367406005285,0.10118327526592628,0.05455148738344172,0.14588060080201143,0.1997177411334776,0.15348102041209036,0.2521601551543471,,,,,,
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,6,0.07109959413346621,0.046471738180818824,0.09587485629749196,0.07441043626155762,0.049660525693550256,0.10001144761274794,0.07848770172010394,0.05362209570505336,0.10557288760324782,0.08335667535493385,0.0574169628747203,0.11136059122533604,0.09926694834035046,0.06995126779592281,0.1303945261658156,0.09926694834035046,0.06995126779592281,0.1303945261658156,0.108137430398004,0.07808790722173856,0.14035579039937118,0.13144566078792896,0.0986839262009356,0.16869863413916902,,,,,,,,,
